name,position,team,adp,projection,bye,tier,rank_overall,rank_position
Mitch Tinsley,WR,CIN,999.0,0.0,0,99,3247,999
Adrian Martinez,QB,SF,999.0,0.0,0,99,3248,999
Robert Burns (RB),RB,,999.0,0.0,0,99,3249,999
Jared Wayne,WR,HOU,999.0,0.0,0,99,3250,999
Antoine Green,WR,,999.0,0.0,0,99,3251,999
Colton Dowell,WR,SF,999.0,0.0,0,99,3252,999
Grant DuBose,WR,,999.0,0.0,0,99,3253,999
Anders Carlson,K,,999.0,0.0,0,99,3254,999
Stephen Gostkowski,K,,999.0,0.0,0,99,3255,999
Randy Bullock,K,,999.0,0.0,0,99,3256,999
Sean Clifford,QB,CIN,999.0,0.0,0,99,3257,999
Deneric Prince,RB,,999.0,0.0,0,99,3258,999
Matt Landers,WR,,999.0,0.0,0,99,3259,999
Aidan O'Connell,QB,LV,999.0,0.0,0,99,3260,999
Travis Dye,RB,,999.0,0.0,0,99,3261,999
A.T. Perry,WR,PIT,999.0,0.0,0,99,3262,999
Dorian Thompson-Robinson,QB,,999.0,0.0,0,99,3263,999
Xazavian Valladay,RB,,999.0,0.0,0,99,3264,999
Malik Cunningham,WR,DET,999.0,0.0,0,99,3265,999
Alex Quevedo,K,,999.0,0.0,0,99,3266,999
Stetson Bennett,QB,LAR,999.0,0.0,0,99,3267,999
Travis Benjamin,WR,,999.0,0.0,0,99,3268,999
Mohamed Sanu,WR,,999.0,0.0,0,99,3269,999
Marvin Jones,WR,,999.0,0.0,0,99,3270,999
Mohamed Ibrahim,RB,,999.0,0.0,0,99,3271,999
Ryan Tannehill,QB,,999.0,0.0,0,99,3272,999
Lamar Miller,RB,,999.0,0.0,0,99,3273,999
Brandon Bolden,RB,,999.0,0.0,0,99,3274,999
Nick Foles,QB,,999.0,0.0,0,99,3275,999
Roschon Johnson,RB,CHI,999.0,0.0,0,99,3276,999
Max Duggan,QB,,999.0,0.0,0,99,3277,999
Jalen Wayne,WR,,999.0,0.0,0,99,3278,999
Charlie Jones,WR,CIN,999.0,0.0,0,99,3279,999
Jonathan Mingo,WR,DAL,999.0,0.0,0,99,3280,999
Brayden Willis,TE,SF,999.0,0.0,0,99,3281,999
Eric Gray,RB,NYG,999.0,0.0,0,99,3282,999
Ronnie Bell,WR,NO,999.0,0.0,0,99,3283,999
Will Mallory,TE,IND,999.0,0.0,0,99,3284,999
Jake Haener,QB,,999.0,0.0,0,99,3285,999
Camerun Peoples,RB,,999.0,0.0,0,99,3286,999
Derius Davis,WR,LAC,999.0,-0.9,0,99,3287,999
Devin Duvernay,WR,ARI,999.0,-1.4,0,99,3288,999
